# rock overburden grid in the detector ENU frame
# frame: x=East y=North z=Up; theta=zenith from vertical; phi=CCW azimuth from detector x-axis
# yaw_deg=0.0  (detector x-axis CCW from East)
# lat_deg=46.34249442000001  lon_deg=5.838823310000004
# detector_ecef_m=4.3758338841576995e6,447476.8376059988,4.6097685961005045e6
# rho_gcm3=2.65  max_radius_m=60000.0  max_range_m=60000.0
# n_theta=50  n_phi=180
# columns: theta_deg,phi_deg,L_m,X_gcm2  (X = rho*L*100, g/cm^2)
theta_deg,phi_deg,L_m,X_gcm2
72.0,284.0,220.893,58536.56
72.0,286.0,304.51,80695.23
72.0,288.0,345.718,91615.19
72.0,290.0,377.934,100152.43
72.0,292.0,388.551,102965.97
72.0,294.0,395.816,104891.36
72.0,296.0,410.902,108889.16
72.0,298.0,422.768,112033.64
72.0,300.0,435.898,115512.87
72.0,302.0,452.318,119864.35
72.0,304.0,453.215,120101.91
72.0,306.0,452.964,120035.41
72.0,308.0,454.975,120568.5
72.0,310.0,457.527,121244.68
72.0,312.0,465.978,123484.28
72.0,314.0,473.088,125368.32
72.0,316.0,478.881,126903.4
72.0,318.0,485.284,128600.3
72.0,320.0,490.8,130062.0
72.0,322.0,490.918,130093.22
72.0,324.0,487.534,129196.52
72.0,326.0,487.2,129108.08
72.0,328.0,468.732,124214.04
72.0,330.0,449.165,119028.78
72.0,332.0,431.515,114351.44
72.0,334.0,404.073,107079.4
72.0,336.0,371.405,98422.32
72.0,338.0,342.354,90723.8
72.0,340.0,290.995,77113.77
72.0,342.0,236.0,62540.02
72.0,344.0,150.945,40000.41
72.0,346.0,0.0,0.0
72.0,348.0,0.0,0.0
72.0,350.0,0.0,0.0
72.0,352.0,0.0,0.0
72.0,354.0,0.0,0.0
72.0,356.0,0.0,0.0
72.0,358.0,0.0,0.0
72.5,0.0,0.0,0.0
72.5,2.0,0.0,0.0
72.5,4.0,0.0,0.0
72.5,6.0,0.0,0.0
72.5,8.0,0.0,0.0
72.5,10.0,0.0,0.0
72.5,12.0,0.0,0.0
72.5,14.0,0.0,0.0
72.5,16.0,0.0,0.0
72.5,18.0,0.0,0.0
72.5,20.0,0.0,0.0
72.5,22.0,0.0,0.0
72.5,24.0,0.0,0.0
72.5,26.0,0.0,0.0
72.5,28.0,0.0,0.0
72.5,30.0,0.0,0.0
72.5,32.0,0.0,0.0
72.5,34.0,0.0,0.0
72.5,36.0,0.0,0.0
72.5,38.0,0.0,0.0
72.5,40.0,0.0,0.0
72.5,42.0,0.0,0.0
72.5,44.0,0.0,0.0
72.5,46.0,0.0,0.0
72.5,48.0,0.0,0.0
72.5,50.0,0.0,0.0
72.5,52.0,0.0,0.0
72.5,54.0,0.0,0.0
72.5,56.0,0.0,0.0
72.5,58.0,0.0,0.0
72.5,60.0,0.0,0.0
72.5,62.0,0.0,0.0
72.5,64.0,0.0,0.0
72.5,66.0,0.0,0.0
72.5,68.0,0.0,0.0
72.5,70.0,0.0,0.0
72.5,72.0,0.0,0.0
72.5,74.0,0.0,0.0
72.5,76.0,0.0,0.0
72.5,78.0,0.0,0.0
72.5,80.0,0.0,0.0
72.5,82.0,0.0,0.0
72.5,84.0,0.0,0.0
72.5,86.0,0.0,0.0
72.5,88.0,0.0,0.0
72.5,90.0,0.0,0.0
72.5,92.0,0.0,0.0
72.5,94.0,0.0,0.0
72.5,96.0,0.0,0.0
72.5,98.0,0.0,0.0
72.5,100.0,0.0,0.0
72.5,102.0,0.0,0.0
72.5,104.0,0.0,0.0
72.5,106.0,0.0,0.0
72.5,108.0,0.0,0.0
72.5,110.0,0.0,0.0
72.5,112.0,0.0,0.0
72.5,114.0,0.0,0.0
72.5,116.0,0.0,0.0
72.5,118.0,0.0,0.0
72.5,120.0,0.0,0.0
72.5,122.0,0.0,0.0
72.5,124.0,0.0,0.0
72.5,126.0,0.0,0.0
72.5,128.0,0.0,0.0
72.5,130.0,0.0,0.0
72.5,132.0,0.0,0.0
72.5,134.0,0.0,0.0
72.5,136.0,0.0,0.0
72.5,138.0,0.0,0.0
72.5,140.0,0.0,0.0
72.5,142.0,0.0,0.0
72.5,144.0,0.0,0.0
72.5,146.0,0.0,0.0
72.5,148.0,0.0,0.0
72.5,150.0,0.0,0.0
72.5,152.0,0.0,0.0
72.5,154.0,0.0,0.0
72.5,156.0,0.0,0.0
72.5,158.0,0.0,0.0
72.5,160.0,0.0,0.0
72.5,162.0,0.0,0.0
72.5,164.0,0.0,0.0
72.5,166.0,0.0,0.0
72.5,168.0,0.0,0.0
72.5,170.0,0.0,0.0
72.5,172.0,0.0,0.0
72.5,174.0,0.0,0.0
72.5,176.0,0.0,0.0
72.5,178.0,0.0,0.0
72.5,180.0,0.0,0.0
72.5,182.0,0.0,0.0
72.5,184.0,0.0,0.0
72.5,186.0,0.0,0.0
72.5,188.0,0.0,0.0
72.5,190.0,0.0,0.0
72.5,192.0,0.0,0.0
72.5,194.0,0.0,0.0
72.5,196.0,0.0,0.0
72.5,198.0,0.0,0.0
72.5,200.0,0.0,0.0
72.5,202.0,0.0,0.0
72.5,204.0,0.0,0.0
72.5,206.0,0.0,0.0
72.5,208.0,0.0,0.0
72.5,210.0,0.0,0.0
72.5,212.0,0.0,0.0
72.5,214.0,0.0,0.0
72.5,216.0,0.0,0.0
72.5,218.0,0.0,0.0
72.5,220.0,0.0,0.0
72.5,222.0,0.0,0.0
72.5,224.0,0.0,0.0
72.5,226.0,0.0,0.0
72.5,228.0,0.0,0.0
72.5,230.0,0.0,0.0
72.5,232.0,0.0,0.0
72.5,234.0,0.0,0.0
72.5,236.0,0.0,0.0
72.5,238.0,0.0,0.0
72.5,240.0,0.0,0.0
72.5,242.0,0.0,0.0
72.5,244.0,0.0,0.0
72.5,246.0,0.0,0.0
72.5,248.0,0.0,0.0
72.5,250.0,0.0,0.0
72.5,252.0,0.0,0.0
72.5,254.0,0.0,0.0
72.5,256.0,0.0,0.0
72.5,258.0,0.0,0.0
72.5,260.0,0.0,0.0
72.5,262.0,0.0,0.0
72.5,264.0,0.0,0.0
72.5,266.0,0.0,0.0
72.5,268.0,0.0,0.0
72.5,270.0,0.0,0.0
72.5,272.0,0.0,0.0
72.5,274.0,0.0,0.0
72.5,276.0,0.0,0.0
72.5,278.0,0.0,0.0
72.5,280.0,249.935,66232.67
72.5,282.0,335.379,88875.33
72.5,284.0,393.418,104255.89
72.5,286.0,426.527,113029.56
72.5,288.0,460.273,121972.32
72.5,290.0,479.672,127113.07
72.5,292.0,493.869,130875.22
72.5,294.0,503.848,133519.76
72.5,296.0,517.907,137245.47
72.5,298.0,528.117,139950.89
72.5,300.0,538.222,142628.96
72.5,302.0,539.936,143083.07
72.5,304.0,540.183,143148.6
72.5,306.0,540.965,143355.67
72.5,308.0,542.122,143662.45
72.5,310.0,544.147,144199.09
72.5,312.0,549.021,145490.57
72.5,314.0,554.956,147063.24
72.5,316.0,558.691,148053.01
72.5,318.0,562.123,148962.7
72.5,320.0,565.139,149761.73
72.5,322.0,565.898,149962.85
72.5,324.0,564.031,149468.34
72.5,326.0,554.828,147029.39
72.5,328.0,541.303,143445.25
72.5,330.0,521.603,138224.82
72.5,332.0,501.671,132942.85
72.5,334.0,482.861,127958.19
72.5,336.0,452.479,119906.85
72.5,338.0,427.323,113240.48
72.5,340.0,398.195,105521.78
72.5,342.0,367.717,97445.13
72.5,344.0,309.734,82079.5
72.5,346.0,234.854,62236.25
72.5,348.0,173.583,45999.43
72.5,350.0,40.897,10837.75
72.5,352.0,0.0,0.0
72.5,354.0,0.0,0.0
72.5,356.0,0.0,0.0
72.5,358.0,0.0,0.0
73.0,0.0,0.0,0.0
73.0,2.0,0.0,0.0
73.0,4.0,0.0,0.0
73.0,6.0,0.0,0.0
73.0,8.0,0.0,0.0
73.0,10.0,0.0,0.0
73.0,12.0,0.0,0.0
73.0,14.0,0.0,0.0
73.0,16.0,0.0,0.0
73.0,18.0,0.0,0.0
73.0,20.0,0.0,0.0
73.0,22.0,0.0,0.0
73.0,24.0,0.0,0.0
73.0,26.0,0.0,0.0
73.0,28.0,0.0,0.0
73.0,30.0,0.0,0.0
73.0,32.0,0.0,0.0
73.0,34.0,0.0,0.0
73.0,36.0,0.0,0.0
73.0,38.0,0.0,0.0
73.0,40.0,0.0,0.0
73.0,42.0,0.0,0.0
73.0,44.0,0.0,0.0
73.0,46.0,0.0,0.0
73.0,48.0,0.0,0.0
73.0,50.0,0.0,0.0
73.0,52.0,0.0,0.0
73.0,54.0,0.0,0.0
73.0,56.0,0.0,0.0
73.0,58.0,0.0,0.0
73.0,60.0,0.0,0.0
73.0,62.0,0.0,0.0
73.0,64.0,0.0,0.0
73.0,66.0,0.0,0.0
73.0,68.0,0.0,0.0
73.0,70.0,0.0,0.0
73.0,72.0,0.0,0.0
73.0,74.0,0.0,0.0
73.0,76.0,0.0,0.0
73.0,78.0,0.0,0.0
73.0,80.0,0.0,0.0
73.0,82.0,0.0,0.0
73.0,84.0,0.0,0.0
73.0,86.0,0.0,0.0
73.0,88.0,0.0,0.0
73.0,90.0,0.0,0.0
73.0,92.0,0.0,0.0
73.0,94.0,0.0,0.0
73.0,96.0,0.0,0.0
73.0,98.0,0.0,0.0
73.0,100.0,0.0,0.0
73.0,102.0,0.0,0.0
73.0,104.0,0.0,0.0
73.0,106.0,0.0,0.0
73.0,108.0,0.0,0.0
73.0,110.0,0.0,0.0
73.0,112.0,0.0,0.0
73.0,114.0,0.0,0.0
73.0,116.0,0.0,0.0
73.0,118.0,0.0,0.0
73.0,120.0,0.0,0.0
73.0,122.0,0.0,0.0
73.0,124.0,0.0,0.0
73.0,126.0,0.0,0.0
73.0,128.0,0.0,0.0
73.0,130.0,0.0,0.0
73.0,132.0,0.0,0.0
73.0,134.0,0.0,0.0
73.0,136.0,0.0,0.0
73.0,138.0,0.0,0.0
73.0,140.0,0.0,0.0
73.0,142.0,0.0,0.0
73.0,144.0,0.0,0.0
73.0,146.0,0.0,0.0
73.0,148.0,0.0,0.0
73.0,150.0,0.0,0.0
73.0,152.0,0.0,0.0
73.0,154.0,0.0,0.0
73.0,156.0,0.0,0.0
73.0,158.0,0.0,0.0
73.0,160.0,0.0,0.0
73.0,162.0,0.0,0.0
73.0,164.0,0.0,0.0
73.0,166.0,0.0,0.0
73.0,168.0,0.0,0.0
73.0,170.0,0.0,0.0
73.0,172.0,0.0,0.0
73.0,174.0,0.0,0.0
73.0,176.0,0.0,0.0
73.0,178.0,0.0,0.0
73.0,180.0,0.0,0.0
73.0,182.0,0.0,0.0
73.0,184.0,0.0,0.0
73.0,186.0,0.0,0.0
73.0,188.0,0.0,0.0
73.0,190.0,0.0,0.0
73.0,192.0,0.0,0.0
73.0,194.0,0.0,0.0
73.0,196.0,0.0,0.0
73.0,198.0,0.0,0.0
73.0,200.0,0.0,0.0
73.0,202.0,0.0,0.0
73.0,204.0,0.0,0.0
73.0,206.0,0.0,0.0
73.0,208.0,0.0,0.0
73.0,210.0,0.0,0.0
73.0,212.0,0.0,0.0
73.0,214.0,0.0,0.0
73.0,216.0,0.0,0.0
73.0,218.0,0.0,0.0
73.0,220.0,0.0,0.0
73.0,222.0,0.0,0.0
73.0,224.0,0.0,0.0
73.0,226.0,0.0,0.0
73.0,228.0,0.0,0.0
73.0,230.0,0.0,0.0
73.0,232.0,0.0,0.0
73.0,234.0,0.0,0.0
73.0,236.0,0.0,0.0
73.0,238.0,0.0,0.0
73.0,240.0,0.0,0.0
73.0,242.0,0.0,0.0
73.0,244.0,0.0,0.0
73.0,246.0,0.0,0.0
73.0,248.0,0.0,0.0
73.0,250.0,0.0,0.0
73.0,252.0,0.0,0.0
73.0,254.0,0.0,0.0
73.0,256.0,0.0,0.0
73.0,258.0,0.0,0.0
73.0,260.0,0.0,0.0
73.0,262.0,0.0,0.0
73.0,264.0,0.0,0.0
73.0,266.0,0.0,0.0
73.0,268.0,0.0,0.0
73.0,270.0,0.0,0.0
73.0,272.0,0.0,0.0
73.0,274.0,0.0,0.0
73.0,276.0,186.5,49422.37
73.0,278.0,333.67,88422.62
73.0,280.0,412.581,109334.1
73.0,282.0,475.095,125900.14
73.0,284.0,509.288,134961.27
73.0,286.0,538.366,142667.02
73.0,288.0,554.709,146997.98
73.0,290.0,569.321,150870.12
73.0,292.0,583.932,154742.06
73.0,294.0,596.034,157949.01
73.0,296.0,603.833,160015.77
73.0,298.0,613.603,162604.85
73.0,300.0,624.121,165391.99
73.0,302.0,625.016,165629.17
73.0,304.0,625.601,165784.37
73.0,306.0,626.073,165909.37
73.0,308.0,625.981,165885.09
73.0,310.0,625.743,165821.8
73.0,312.0,628.766,166623.04
73.0,314.0,632.338,167569.6
73.0,316.0,634.235,168072.39
73.0,318.0,634.662,168185.53
73.0,320.0,637.059,168820.69
73.0,322.0,637.545,168949.49
73.0,324.0,634.889,168245.52
73.0,326.0,624.931,165606.7
73.0,328.0,610.524,161788.89
73.0,330.0,593.45,157264.35
73.0,332.0,572.737,151775.4
73.0,334.0,553.736,146740.11
73.0,336.0,533.16,141287.27
73.0,338.0,510.17,135195.02
73.0,340.0,482.954,127982.85
73.0,342.0,458.283,121445.04
73.0,344.0,432.55,114625.69
73.0,346.0,381.799,101176.86
73.0,348.0,321.306,85146.19
73.0,350.0,285.906,75765.01
73.0,352.0,212.776,56385.54
73.0,354.0,40.595,10757.79
73.0,356.0,0.0,0.0
73.0,358.0,0.0,0.0
73.5,0.0,0.0,0.0
73.5,2.0,0.0,0.0
73.5,4.0,0.0,0.0
73.5,6.0,0.0,0.0
73.5,8.0,0.0,0.0
73.5,10.0,0.0,0.0
73.5,12.0,0.0,0.0
73.5,14.0,0.0,0.0
73.5,16.0,0.0,0.0
73.5,18.0,0.0,0.0
73.5,20.0,0.0,0.0
73.5,22.0,0.0,0.0
73.5,24.0,0.0,0.0
73.5,26.0,0.0,0.0
73.5,28.0,0.0,0.0
73.5,30.0,0.0,0.0
73.5,32.0,0.0,0.0
73.5,34.0,0.0,0.0
73.5,36.0,0.0,0.0
73.5,38.0,0.0,0.0
73.5,40.0,0.0,0.0
73.5,42.0,0.0,0.0
73.5,44.0,0.0,0.0
73.5,46.0,0.0,0.0
73.5,48.0,0.0,0.0
73.5,50.0,0.0,0.0
73.5,52.0,0.0,0.0
73.5,54.0,0.0,0.0
73.5,56.0,0.0,0.0
73.5,58.0,0.0,0.0
73.5,60.0,0.0,0.0
73.5,62.0,0.0,0.0
73.5,64.0,0.0,0.0
73.5,66.0,0.0,0.0
73.5,68.0,0.0,0.0
73.5,70.0,0.0,0.0
73.5,72.0,0.0,0.0
73.5,74.0,0.0,0.0
73.5,76.0,0.0,0.0
73.5,78.0,0.0,0.0
73.5,80.0,0.0,0.0
73.5,82.0,0.0,0.0
73.5,84.0,0.0,0.0
73.5,86.0,0.0,0.0
73.5,88.0,0.0,0.0
73.5,90.0,0.0,0.0
73.5,92.0,0.0,0.0
73.5,94.0,0.0,0.0
73.5,96.0,0.0,0.0
73.5,98.0,0.0,0.0
73.5,100.0,0.0,0.0
73.5,102.0,0.0,0.0
73.5,104.0,0.0,0.0
73.5,106.0,0.0,0.0
73.5,108.0,0.0,0.0
73.5,110.0,0.0,0.0
73.5,112.0,0.0,0.0
73.5,114.0,0.0,0.0
73.5,116.0,0.0,0.0
73.5,118.0,0.0,0.0
73.5,120.0,0.0,0.0
73.5,122.0,0.0,0.0
73.5,124.0,0.0,0.0
73.5,126.0,0.0,0.0
73.5,128.0,0.0,0.0
73.5,130.0,0.0,0.0
73.5,132.0,0.0,0.0
73.5,134.0,0.0,0.0
73.5,136.0,0.0,0.0
73.5,138.0,0.0,0.0
73.5,140.0,0.0,0.0
73.5,142.0,0.0,0.0
73.5,144.0,0.0,0.0
73.5,146.0,0.0,0.0
73.5,148.0,0.0,0.0
73.5,150.0,0.0,0.0
73.5,152.0,0.0,0.0
73.5,154.0,0.0,0.0
73.5,156.0,0.0,0.0
73.5,158.0,0.0,0.0
73.5,160.0,0.0,0.0
73.5,162.0,0.0,0.0
73.5,164.0,0.0,0.0
73.5,166.0,0.0,0.0
73.5,168.0,0.0,0.0
73.5,170.0,0.0,0.0
73.5,172.0,0.0,0.0
73.5,174.0,0.0,0.0
73.5,176.0,0.0,0.0
73.5,178.0,0.0,0.0
73.5,180.0,0.0,0.0
73.5,182.0,0.0,0.0
73.5,184.0,0.0,0.0
73.5,186.0,0.0,0.0
73.5,188.0,0.0,0.0
73.5,190.0,0.0,0.0
73.5,192.0,0.0,0.0
73.5,194.0,0.0,0.0
73.5,196.0,0.0,0.0
73.5,198.0,0.0,0.0
73.5,200.0,0.0,0.0
73.5,202.0,0.0,0.0
73.5,204.0,0.0,0.0
73.5,206.0,0.0,0.0
73.5,208.0,0.0,0.0
73.5,210.0,0.0,0.0
73.5,212.0,0.0,0.0
73.5,214.0,0.0,0.0
73.5,216.0,0.0,0.0
73.5,218.0,0.0,0.0
73.5,220.0,0.0,0.0
73.5,222.0,0.0,0.0
73.5,224.0,0.0,0.0
73.5,226.0,0.0,0.0
73.5,228.0,0.0,0.0
73.5,230.0,0.0,0.0
73.5,232.0,0.0,0.0
73.5,234.0,0.0,0.0
73.5,236.0,0.0,0.0
73.5,238.0,0.0,0.0
73.5,240.0,0.0,0.0
73.5,242.0,0.0,0.0
73.5,244.0,0.0,0.0
73.5,246.0,0.0,0.0
73.5,248.0,0.0,0.0
73.5,250.0,0.0,0.0
73.5,252.0,0.0,0.0
73.5,254.0,0.0,0.0
73.5,256.0,0.0,0.0
73.5,258.0,0.0,0.0
73.5,260.0,0.0,0.0
73.5,262.0,0.0,0.0
73.5,264.0,0.0,0.0
73.5,266.0,0.0,0.0
73.5,268.0,0.0,0.0
73.5,270.0,0.0,0.0
73.5,272.0,3.409,903.46
73.5,274.0,314.137,83246.42
73.5,276.0,417.451,110624.61
73.5,278.0,496.885,131674.57
73.5,280.0,556.772,147544.47
73.5,282.0,589.9,156323.6
73.5,284.0,620.494,164430.88
73.5,286.0,637.914,169047.27
73.5,288.0,647.367,171552.19
73.5,290.0,656.466,173963.47
73.5,292.0,669.401,177391.37
73.5,294.0,679.687,180117.14
73.5,296.0,688.232,182381.59
73.5,298.0,699.494,185365.98
73.5,300.0,707.134,187390.49
73.5,302.0,708.563,187769.19
73.5,304.0,707.824,187573.48
73.5,306.0,709.032,187893.42
73.5,308.0,707.384,187456.7
73.5,310.0,707.366,187451.92
73.5,312.0,708.301,187699.74
73.5,314.0,709.249,187951.09
73.5,316.0,710.798,188361.57
73.5,318.0,710.525,188289.03
73.5,320.0,710.015,188153.97
73.5,322.0,709.737,188080.43
73.5,324.0,706.349,187182.36
73.5,326.0,697.503,184838.39
73.5,328.0,684.285,181335.42
73.5,330.0,667.104,176782.6
73.5,332.0,647.33,171542.51
73.5,334.0,625.699,165810.15
73.5,336.0,605.156,160366.22
73.5,338.0,584.858,154987.3
73.5,340.0,562.868,149159.91
73.5,342.0,539.884,143069.33
73.5,344.0,517.296,137083.37
73.5,346.0,490.654,130023.32
73.5,348.0,452.806,119993.54
73.5,350.0,404.74,107255.99
73.5,352.0,351.885,93249.47
73.5,354.0,295.482,78302.6
73.5,356.0,186.959,49544.27
73.5,358.0,0.0,0.0
74.0,0.0,102.941,27279.29
74.0,2.0,0.0,0.0
74.0,4.0,0.0,0.0
74.0,6.0,0.0,0.0
74.0,8.0,0.0,0.0
74.0,10.0,0.0,0.0
74.0,12.0,0.0,0.0
74.0,14.0,0.0,0.0
74.0,16.0,0.0,0.0
74.0,18.0,0.0,0.0
74.0,20.0,0.0,0.0
74.0,22.0,0.0,0.0
74.0,24.0,0.0,0.0
74.0,26.0,0.0,0.0
74.0,28.0,0.0,0.0
74.0,30.0,0.0,0.0
74.0,32.0,0.0,0.0
74.0,34.0,0.0,0.0
74.0,36.0,0.0,0.0
74.0,38.0,0.0,0.0
74.0,40.0,0.0,0.0
74.0,42.0,0.0,0.0
74.0,44.0,0.0,0.0
74.0,46.0,0.0,0.0
74.0,48.0,0.0,0.0
74.0,50.0,0.0,0.0
74.0,52.0,0.0,0.0
74.0,54.0,0.0,0.0
74.0,56.0,0.0,0.0
74.0,58.0,0.0,0.0
74.0,60.0,0.0,0.0
74.0,62.0,0.0,0.0
74.0,64.0,0.0,0.0
74.0,66.0,0.0,0.0
74.0,68.0,0.0,0.0
74.0,70.0,0.0,0.0
74.0,72.0,0.0,0.0
74.0,74.0,0.0,0.0
74.0,76.0,0.0,0.0
74.0,78.0,0.0,0.0
74.0,80.0,0.0,0.0
74.0,82.0,0.0,0.0
74.0,84.0,0.0,0.0
74.0,86.0,0.0,0.0
74.0,88.0,0.0,0.0
74.0,90.0,0.0,0.0
74.0,92.0,0.0,0.0
74.0,94.0,0.0,0.0
74.0,96.0,0.0,0.0
74.0,98.0,0.0,0.0
74.0,100.0,0.0,0.0
74.0,102.0,0.0,0.0
74.0,104.0,0.0,0.0
74.0,106.0,0.0,0.0
74.0,108.0,0.0,0.0
74.0,110.0,0.0,0.0
74.0,112.0,0.0,0.0
74.0,114.0,0.0,0.0
74.0,116.0,0.0,0.0
74.0,118.0,0.0,0.0
74.0,120.0,0.0,0.0
74.0,122.0,0.0,0.0
74.0,124.0,0.0,0.0
74.0,126.0,0.0,0.0
74.0,128.0,0.0,0.0
74.0,130.0,0.0,0.0
74.0,132.0,0.0,0.0
74.0,134.0,0.0,0.0
74.0,136.0,0.0,0.0
74.0,138.0,0.0,0.0
74.0,140.0,0.0,0.0
74.0,142.0,0.0,0.0
74.0,144.0,0.0,0.0
74.0,146.0,0.0,0.0
74.0,148.0,0.0,0.0
74.0,150.0,0.0,0.0
74.0,152.0,0.0,0.0
74.0,154.0,0.0,0.0
74.0,156.0,0.0,0.0
74.0,158.0,0.0,0.0
74.0,160.0,0.0,0.0
74.0,162.0,0.0,0.0
74.0,164.0,0.0,0.0
74.0,166.0,0.0,0.0
74.0,168.0,0.0,0.0
74.0,170.0,0.0,0.0
74.0,172.0,0.0,0.0
74.0,174.0,0.0,0.0
74.0,176.0,0.0,0.0
74.0,178.0,0.0,0.0
74.0,180.0,0.0,0.0
74.0,182.0,0.0,0.0
74.0,184.0,0.0,0.0
74.0,186.0,0.0,0.0
74.0,188.0,0.0,0.0
74.0,190.0,0.0,0.0
74.0,192.0,0.0,0.0
74.0,194.0,0.0,0.0
74.0,196.0,0.0,0.0
74.0,198.0,0.0,0.0
74.0,200.0,0.0,0.0
74.0,202.0,0.0,0.0
74.0,204.0,0.0,0.0
74.0,206.0,0.0,0.0
74.0,208.0,0.0,0.0
74.0,210.0,0.0,0.0
74.0,212.0,0.0,0.0
74.0,214.0,0.0,0.0
74.0,216.0,0.0,0.0
74.0,218.0,0.0,0.0
74.0,220.0,0.0,0.0
74.0,222.0,0.0,0.0
74.0,224.0,0.0,0.0
74.0,226.0,0.0,0.0
74.0,228.0,0.0,0.0
74.0,230.0,0.0,0.0
74.0,232.0,0.0,0.0
74.0,234.0,0.0,0.0
74.0,236.0,0.0,0.0
74.0,238.0,0.0,0.0
74.0,240.0,0.0,0.0
74.0,242.0,0.0,0.0
74.0,244.0,0.0,0.0
74.0,246.0,0.0,0.0
74.0,248.0,0.0,0.0
74.0,250.0,0.0,0.0
74.0,252.0,0.0,0.0
74.0,254.0,0.0,0.0
74.0,256.0,0.0,0.0
74.0,258.0,0.0,0.0
74.0,260.0,0.0,0.0
74.0,262.0,0.0,0.0
74.0,264.0,0.0,0.0
74.0,266.0,0.0,0.0
74.0,268.0,0.0,0.0
74.0,270.0,176.647,46811.51
74.0,272.0,390.943,103599.93
74.0,274.0,498.121,132001.97
74.0,276.0,564.998,149724.52
74.0,278.0,620.377,164399.98
74.0,280.0,678.623,179835.02
74.0,282.0,706.987,187351.69
74.0,284.0,721.25,191131.16
74.0,286.0,730.384,193551.72
74.0,288.0,738.514,195706.13
74.0,290.0,743.563,197044.23
74.0,292.0,755.738,200270.53
74.0,294.0,767.507,203389.3
74.0,296.0,779.224,206494.48
74.0,298.0,788.759,209021.17
74.0,300.0,795.133,210710.19
74.0,302.0,796.304,211020.66
74.0,304.0,794.454,210530.24
74.0,306.0,793.973,210402.8
74.0,308.0,791.079,209635.83
74.0,310.0,791.746,209812.72
74.0,312.0,791.963,209870.2
74.0,314.0,789.435,209200.29
74.0,316.0,788.611,208982.04
74.0,318.0,786.453,208410.02
74.0,320.0,784.491,207890.17
74.0,322.0,783.982,207755.14
74.0,324.0,778.422,206281.81
74.0,326.0,771.776,204520.65
74.0,328.0,757.403,200711.83
74.0,330.0,741.006,196366.69
74.0,332.0,722.323,191415.52
74.0,334.0,701.746,185962.58
74.0,336.0,678.885,179904.61
74.0,338.0,655.194,173626.29
74.0,340.0,633.66,167919.81
74.0,342.0,611.634,162082.96
74.0,344.0,591.2,156668.0
74.0,346.0,567.1,150281.48
74.0,348.0,540.524,143238.97
74.0,350.0,509.742,135081.58
74.0,352.0,468.072,124039.02
74.0,354.0,415.591,110131.49
74.0,356.0,363.176,96241.72
74.0,358.0,276.31,73222.09
74.5,0.0,321.639,85234.44
74.5,2.0,148.455,39340.67
74.5,4.0,0.0,0.0
74.5,6.0,0.0,0.0
74.5,8.0,0.0,0.0
74.5,10.0,0.0,0.0
74.5,12.0,0.0,0.0
74.5,14.0,0.0,0.0
74.5,16.0,0.0,0.0
74.5,18.0,0.0,0.0
74.5,20.0,0.0,0.0
74.5,22.0,0.0,0.0
74.5,24.0,0.0,0.0
74.5,26.0,0.0,0.0
74.5,28.0,0.0,0.0
74.5,30.0,0.0,0.0
74.5,32.0,0.0,0.0
74.5,34.0,0.0,0.0
74.5,36.0,0.0,0.0
74.5,38.0,0.0,0.0
74.5,40.0,0.0,0.0
74.5,42.0,0.0,0.0
74.5,44.0,0.0,0.0
74.5,46.0,0.0,0.0
74.5,48.0,0.0,0.0
74.5,50.0,0.0,0.0
74.5,52.0,0.0,0.0
74.5,54.0,0.0,0.0
74.5,56.0,0.0,0.0
74.5,58.0,0.0,0.0
74.5,60.0,0.0,0.0
74.5,62.0,0.0,0.0
74.5,64.0,0.0,0.0
74.5,66.0,0.0,0.0
74.5,68.0,0.0,0.0
74.5,70.0,0.0,0.0
74.5,72.0,0.0,0.0
74.5,74.0,0.0,0.0
74.5,76.0,0.0,0.0
74.5,78.0,0.0,0.0
74.5,80.0,0.0,0.0
74.5,82.0,0.0,0.0
74.5,84.0,0.0,0.0
74.5,86.0,0.0,0.0
74.5,88.0,0.0,0.0
74.5,90.0,0.0,0.0
74.5,92.0,0.0,0.0
74.5,94.0,0.0,0.0
74.5,96.0,0.0,0.0
74.5,98.0,0.0,0.0
74.5,100.0,0.0,0.0
74.5,102.0,0.0,0.0
74.5,104.0,0.0,0.0
74.5,106.0,0.0,0.0
74.5,108.0,0.0,0.0
74.5,110.0,0.0,0.0
74.5,112.0,0.0,0.0
74.5,114.0,0.0,0.0
74.5,116.0,0.0,0.0
74.5,118.0,0.0,0.0
74.5,120.0,0.0,0.0
74.5,122.0,0.0,0.0
74.5,124.0,0.0,0.0
74.5,126.0,0.0,0.0
74.5,128.0,0.0,0.0
74.5,130.0,0.0,0.0
74.5,132.0,0.0,0.0
74.5,134.0,0.0,0.0
74.5,136.0,0.0,0.0
74.5,138.0,0.0,0.0
74.5,140.0,0.0,0.0
74.5,142.0,0.0,0.0
74.5,144.0,0.0,0.0
74.5,146.0,0.0,0.0
74.5,148.0,0.0,0.0
74.5,150.0,0.0,0.0
74.5,152.0,0.0,0.0
74.5,154.0,0.0,0.0
74.5,156.0,0.0,0.0
74.5,158.0,0.0,0.0
74.5,160.0,0.0,0.0
74.5,162.0,0.0,0.0
74.5,164.0,0.0,0.0
74.5,166.0,0.0,0.0
74.5,168.0,0.0,0.0
74.5,170.0,0.0,0.0
74.5,172.0,0.0,0.0
